"Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal","BMI"
"Jeremy Matthew Wariner","M",20,188,71,"United States",2004,"Athletics","Gold",20.0882752376641
"Jeremy Matthew Wariner","M",24,188,71,"United States",2008,"Athletics","Silver",20.0882752376641
"Jeremy Matthew Wariner","M",24,188,71,"United States",2008,"Athletics","Gold",20.0882752376641
"Kenneth Christopher ""Ken"" Wark","M",30,185,85,"Australia",1992,"Hockey","Silver",24.8356464572681
"Kenneth Christopher ""Ken"" Wark","M",34,185,85,"Australia",1996,"Hockey","Bronze",24.8356464572681
"Mark Warnecke","M",26,187,100,"Germany",1996,"Swimming","Bronze",28.5967571277417
"Anne Elizabeth Taubes Warner","F",21,173,68,"United States",1976,"Rowing","Bronze",22.7204383708109
"Anne Kindel Warner (-Cribbs)","F",15,170,63,"United States",1960,"Swimming","Gold",21.7993079584775
"Damian Warner","M",26,185,83,"Canada",2016,"Athletics","Bronze",24.2512783053324
"Heike Warnicke (Schalling-, -Sinaki)","F",25,173,63,"Germany",1992,"Speed Skating","Silver",21.0498179023689
"Heike Warnicke (Schalling-, -Sinaki)","F",25,173,63,"Germany",1992,"Speed Skating","Silver",21.0498179023689
"Alan Kemp Warren","M",36,178,73,"Great Britain",1972,"Sailing","Silver",23.0400201994698
"Jonas Warrer","M",29,181,77,"Denmark",2008,"Sailing","Gold",23.5035560575074
"Todd Warriner","M",20,185,84,"Canada",1994,"Ice Hockey","Silver",24.5434623813002
"Justin Warsylewicz","M",20,175,73,"Canada",2006,"Speed Skating","Silver",23.8367346938776
"Frank Wartenberg","M",21,185,71,"East Germany",1976,"Athletics","Bronze",20.745069393718
"Philip Waruinge","M",23,170,57,"Kenya",1968,"Boxing","Bronze",19.7231833910035
"Philip Waruinge","M",27,170,57,"Kenya",1972,"Boxing","Silver",19.7231833910035
"Hugo Waser","M",32,190,84,"Switzerland",1968,"Rowing","Bronze",23.2686980609418
"Konrad Wasielewski","M",23,194,91,"Poland",2008,"Rowing","Gold",24.1789775746626
"Markus Wasmeier","M",30,180,73,"Germany",1994,"Alpine Skiing","Gold",22.5308641975309
"Markus Wasmeier","M",30,180,73,"Germany",1994,"Alpine Skiing","Gold",22.5308641975309
"Conny Wamuth","F",25,167,64,"Germany",2008,"Canoeing","Gold",22.9481157445588
"Thomas Lars Wassberg","M",23,185,75,"Sweden",1980,"Cross Country Skiing","Gold",21.9138056975895
"Thomas Lars Wassberg","M",27,185,75,"Sweden",1984,"Cross Country Skiing","Gold",21.9138056975895
"Thomas Lars Wassberg","M",27,185,75,"Sweden",1984,"Cross Country Skiing","Gold",21.9138056975895
"Thomas Lars Wassberg","M",31,185,75,"Sweden",1988,"Cross Country Skiing","Gold",21.9138056975895
"Markus Wasser","M",29,186,95,"Switzerland-1",1998,"Bobsleigh","Silver",27.4598219447335
"Akito Watabe","M",25,173,60,"Japan",2014,"Nordic Combined","Silver",20.0474456213038
"Katsumi Watanabe","M",30,183,79,"Japan",1992,"Baseball","Bronze",23.5898354683627
"Kazumi Watanabe","M",44,175,76,"Japan",1992,"Shooting","Silver",24.8163265306122
"Kazuo Watanabe","M",22,168,66,"Japan",1960,"Swimming","Bronze",23.3843537414966
"Masashi Watanabe","M",32,175,72,"Japan",1968,"Football","Bronze",23.5102040816327
"Osamu Watanabe","M",23,160,65,"Japan",1964,"Wrestling","Gold",25.390625
"Natasha Watcham-Roy","F",24,170,67,"Canada",2016,"Rugby Sevens","Bronze",23.1833910034602
"Tara Leigh-Anne Watchorn","F",23,178,76,"Canada",2014,"Ice Hockey","Gold",23.9868703446535
"Peter Graham Waterfield","M",23,167,65,"Great Britain",2004,"Diving","Silver",23.3066800530675
"Jason Waterhouse","M",24,185,75,"Australia",2016,"Sailing","Silver",21.9138056975895
"Anthony ""Tony"" Waters","M",36,175,73,"Australia",1964,"Hockey","Bronze",23.8367346938776
"Torrance Watkins Fleischmann","F",34,165,48,"United States",1984,"Equestrianism","Gold",17.6308539944904
"Natasha Watley","F",22,175,78,"United States",2004,"Softball","Gold",25.469387755102
"Natasha Watley","F",26,175,78,"United States",2008,"Softball","Silver",25.469387755102
"Deborah Kathleen ""Debbie"" Watson","F",34,178,71,"Australia",2000,"Water Polo","Gold",22.4087867693473
"Jill Marilynn Watson","F",24,150,42,"United States-1",1988,"Figure Skating","Bronze",18.6666666666667
"Joshua John ""Josh"" Watson","M",23,184,80,"Australia",2000,"Swimming","Silver",23.6294896030246
"Leroy Denver Watson","M",23,175,63,"Great Britain",1988,"Archery","Bronze",20.5714285714286
"Linda Margaret Watson","F",24,165,63,"Zimbabwe",1980,"Hockey","Gold",23.1404958677686
"Lynette Pamela ""Lynne"" Watson (-Bates)","F",15,172,60,"Australia",1968,"Swimming","Silver",20.2812330989724
"Marcus China Watson","M",25,177,88,"Great Britain",2016,"Rugby Sevens","Silver",28.0889910306745
"Lillian Debra ""Pokey"" Watson (-Richardson)","F",14,175,66,"United States",1964,"Swimming","Gold",21.5510204081633
"Lillian Debra ""Pokey"" Watson (-Richardson)","F",14,175,66,"United States",1964,"Swimming","Gold",21.5510204081633
"Lillian Debra ""Pokey"" Watson (-Richardson)","F",18,175,66,"United States",1968,"Swimming","Gold",21.5510204081633
"Kathryn Anne ""Kathy"" Watt","F",27,159,49,"Australia",1992,"Cycling","Gold",19.3821446936434
"Kathryn Anne ""Kathy"" Watt","F",27,159,49,"Australia",1992,"Cycling","Silver",19.3821446936434
"Mitchell ""Mitch"" Watt","M",24,184,83,"Australia",2012,"Athletics","Silver",24.515595463138
"Quincy Dushawn Watts","M",22,190,88,"United States",1992,"Athletics","Gold",24.3767313019391
"Quincy Dushawn Watts","M",22,190,88,"United States",1992,"Athletics","Gold",24.3767313019391
"Siegmar Wtzlich","M",24,175,72,"East Germany",1972,"Football","Bronze",23.5102040816327
"Eric Wauters","M",25,184,79,"Belgium",1976,"Equestrianism","Bronze",23.3341209829868
"Stanislas Wawrinka","M",23,183,79,"Switzerland",2008,"Tennis","Gold",23.5898354683627
"Henryk Wawrowski","M",26,171,80,"Poland",1976,"Football","Silver",27.3588454567217
"Mary Alice Wayte (-Bradburne)","F",19,174,58,"United States",1984,"Swimming","Gold",19.1570881226054
"Mary Alice Wayte (-Bradburne)","F",19,174,58,"United States",1984,"Swimming","Gold",19.1570881226054
"Mary Alice Wayte (-Bradburne)","F",23,174,58,"United States",1988,"Swimming","Bronze",19.1570881226054
"Mary Alice Wayte (-Bradburne)","F",23,174,58,"United States",1988,"Swimming","Silver",19.1570881226054
"Tomasz Wojciech Wadoch","M",21,187,80,"Poland",1992,"Football","Silver",22.8774057021934
"Ola Wrhaug","M",30,175,65,"Norway",1968,"Biathlon","Silver",21.2244897959184
"Casey McGhee Weathers","M",23,185,99,"United States",2008,"Baseball","Bronze",28.9262235208181
"Teresa Gaye Weatherspoon","F",22,172,70,"United States",1988,"Basketball","Gold",23.6614386154678
"Teresa Gaye Weatherspoon","F",26,172,70,"United States",1992,"Basketball","Bronze",23.6614386154678
"Katherine Marie ""Katie"" Weatherston","F",22,163,66,"Canada",2006,"Ice Hockey","Gold",24.8409800895781
"Andrew Teisher Weaver","M",25,183,73,"United States",1984,"Cycling","Bronze",21.7982023948162
"Robert Brooks ""Bobby"" Weaver","M",25,157,48,"United States",1984,"Wrestling","Gold",19.4734066290722
"Jeffrey Charles ""Jeff"" Weaver","M",19,195,91,"United States",1996,"Baseball","Bronze",23.9316239316239
"Hollie Webb","F",25,165,65,"Great Britain",2016,"Hockey","Gold",23.8751147842057
"Russell Irving ""Russ"" Webb","M",27,188,88,"United States",1972,"Water Polo","Bronze",24.8981439565414
"Sarah Kathleen Webb (-Gosling)","F",27,176,68,"Great Britain",2004,"Sailing","Gold",21.952479338843
"Sarah Kathleen Webb (-Gosling)","F",31,176,68,"Great Britain",2008,"Sailing","Gold",21.952479338843
"Tammy June Webb-Liley","F",27,180,68,"United States",1992,"Volleyball","Bronze",20.9876543209877
"Alexander Weber (-Achten)","M",22,NA,NA,"Germany",2000,"Fencing","Bronze",NA
"Carlos Javier Weber","M",22,180,77,"Argentina",1988,"Volleyball","Bronze",23.7654320987654
"Christiane Weber (-Bellmann)","F",22,174,57,"West Germany",1984,"Fencing","Gold",18.8267934998018
"Christiane Weber (-Bellmann)","F",26,174,57,"West Germany",1988,"Fencing","Gold",18.8267934998018
"Franziska Weber","F",23,176,70,"Germany",2012,"Canoeing","Gold",22.5981404958678
"Franziska Weber","F",23,176,70,"Germany",2012,"Canoeing","Silver",22.5981404958678
"Franziska Weber","F",27,176,70,"Germany",2016,"Canoeing","Silver",22.5981404958678
"Franziska Weber","F",27,176,70,"Germany",2016,"Canoeing","Silver",22.5981404958678
"Gerd Weber","M",20,180,74,"East Germany",1976,"Football","Gold",22.8395061728395
"Judith ""Jutta"" Weber (-Meeuw)","F",18,169,55,"West Germany",1972,"Swimming","Bronze",19.2570288155177
"Judith ""Jutta"" Weber (-Meeuw)","F",18,169,55,"West Germany",1972,"Swimming","Bronze",19.2570288155177
"Marc Weber","M",24,191,91,"Germany",1996,"Rowing","Silver",24.9444916531893
"Peter Weber","M",25,161,60,"Germany",1964,"Gymnastics","Bronze",23.1472551213302
"Peter Weber","M",29,161,60,"East Germany",1968,"Gymnastics","Bronze",23.1472551213302
"Regina Weber (-San)","F",21,173,50,"West Germany",1984,"Rhythmic Gymnastics","Bronze",16.7062046844198
"Shea Michael Weber","M",24,193,104,"Canada",2010,"Ice Hockey","Gold",27.9202126231577
"Shea Michael Weber","M",28,193,104,"Canada",2014,"Ice Hockey","Gold",27.9202126231577
"Garrett Weber-Gale","M",23,188,82,"United States",2008,"Swimming","Gold",23.2005432322318
"Garrett Weber-Gale","M",23,188,82,"United States",2008,"Swimming","Gold",23.2005432322318
"Monika Weber-Koszto (-Schreck, -Clasen)","F",18,166,51,"Romania",1984,"Fencing","Silver",18.5077660037741
"Monika Weber-Koszto (-Schreck, -Clasen)","F",26,166,51,"Germany",1992,"Fencing","Silver",18.5077660037741
"Monika Weber-Koszto (-Schreck, -Clasen)","F",30,166,51,"Germany",1996,"Fencing","Bronze",18.5077660037741
"Monika Weber-Koszto (-Schreck, -Clasen)","F",34,166,51,"Germany",2000,"Fencing","Bronze",18.5077660037741
"Wolfgang Webner","M",35,190,89,"East Germany",1972,"Volleyball","Silver",24.6537396121884
"Robert David ""Bob"" Webster","M",21,175,63,"United States",1960,"Diving","Gold",20.5714285714286
"Robert David ""Bob"" Webster","M",25,175,63,"United States",1964,"Diving","Gold",20.5714285714286
"Rowena ""Rowie"" Webster","F",24,178,80,"Australia",2012,"Water Polo","Bronze",25.2493372048984
"Sam Webster","M",25,183,80,"New Zealand",2016,"Cycling","Silver",23.8884409806205
"Andreas Wecker","M",18,160,62,"East Germany",1988,"Gymnastics","Silver",24.21875
"Andreas Wecker","M",22,160,62,"Germany",1992,"Gymnastics","Silver",24.21875
"Andreas Wecker","M",22,160,62,"Germany",1992,"Gymnastics","Bronze",24.21875
"Andreas Wecker","M",22,160,62,"Germany",1992,"Gymnastics","Bronze",24.21875
"Andreas Wecker","M",26,160,62,"Germany",1996,"Gymnastics","Gold",24.21875
"James Edward ""Jim"" Wedderburn","M",22,178,73,"West Indies Federation",1960,"Athletics","Bronze",23.0400201994698
"Gustav Weder","M",30,190,93,"Switzerland-1",1992,"Bobsleigh","Gold",25.7617728531856
"Gustav Weder","M",30,190,93,"Switzerland-1",1992,"Bobsleigh","Bronze",25.7617728531856
"Gustav Weder","M",32,190,93,"Switzerland-1",1994,"Bobsleigh","Gold",25.7617728531856
"Gustav Weder","M",32,190,93,"Switzerland-1",1994,"Bobsleigh","Silver",25.7617728531856
"Elizabeth Jane ""Liz"" Weekes","F",28,180,68,"Australia",2000,"Water Polo","Gold",20.9876543209877
"Ferry Weertman","M",24,189,86,"Netherlands",2016,"Swimming","Gold",24.0754738109235
"Froukje Wegman","F",25,177,70,"Netherlands",2004,"Rowing","Bronze",22.343515592582
"Axel Henry Wegner","M",25,179,90,"East Germany",1988,"Shooting","Gold",28.0890109547143
"Gudrun Wegner (-Wnsche)","F",17,175,65,"East Germany",1972,"Swimming","Bronze",21.2244897959184
"Heinz-Helmut Wehling","M",21,165,62,"East Germany",1972,"Wrestling","Silver",22.77318640955
"Heinz-Helmut Wehling","M",25,165,62,"East Germany",1976,"Wrestling","Bronze",22.77318640955
"Ulrich Wehling","M",19,183,79,"East Germany",1972,"Nordic Combined","Gold",23.5898354683627
"Ulrich Wehling","M",23,183,79,"East Germany",1976,"Nordic Combined","Gold",23.5898354683627
"Ulrich Wehling","M",27,183,79,"East Germany",1980,"Nordic Combined","Gold",23.5898354683627
"Wei Haiying","F",25,165,53,"China",1996,"Football","Silver",19.4674012855831
"Wei Ning","F",22,167,60,"China",2004,"Shooting","Silver",21.5138585105239
"Wei Ning","F",29,167,60,"China",2012,"Shooting","Silver",21.5138585105239
"Wei Qiang","F",24,170,65,"China",1996,"Softball","Silver",22.4913494809689
"Wei Qiuyue","F",19,182,65,"China",2008,"Volleyball","Bronze",19.6232339089482
"Wei Qiuyue","F",27,182,65,"China",2016,"Volleyball","Gold",19.6232339089482
"Wei Yili","F",26,175,68,"China-2",2008,"Badminton","Bronze",22.2040816326531
"Andrew Weibrecht","M",24,170,86,"United States",2010,"Alpine Skiing","Bronze",29.757785467128
"Andrew Weibrecht","M",27,170,86,"United States",2014,"Alpine Skiing","Silver",29.757785467128
"Konrad Weichert","M",34,178,90,"East Germany",1968,"Sailing","Bronze",28.4055043555107
"Konrad Weichert","M",38,178,90,"East Germany",1972,"Sailing","Silver",28.4055043555107
"Thorsten Weidner","M",20,187,80,"West Germany",1988,"Fencing","Silver",22.8774057021934
"Thorsten Weidner","M",24,187,80,"Germany",1992,"Fencing","Gold",22.8774057021934
"Andrea Sybille Weiermann-Lietz","F",25,163,54,"West Germany",1984,"Hockey","Silver",20.3244382551093
"Birte Weigang (-Rode)","F",20,176,70,"East Germany",1988,"Swimming","Silver",22.5981404958678
"Birte Weigang (-Rode)","F",20,176,70,"East Germany",1988,"Swimming","Silver",22.5981404958678
"Birte Weigang (-Rode)","F",20,176,70,"East Germany",1988,"Swimming","Gold",22.5981404958678
"Horst Weigang","M",24,185,84,"Germany",1964,"Football","Bronze",24.5434623813002
"Ronald Weigel","M",29,176,63,"East Germany",1988,"Athletics","Silver",20.338326446281
"Ronald Weigel","M",29,176,63,"East Germany",1988,"Athletics","Silver",20.338326446281
"Ronald Weigel","M",32,176,63,"Germany",1992,"Athletics","Bronze",20.338326446281
"Liane Weigelt-Buhr","F",20,154,42,"East Germany",1976,"Rowing","Gold",17.7095631641086
"Liane Weigelt-Buhr","F",24,154,42,"East Germany",1980,"Rowing","Gold",17.7095631641086
"Douglas Daniel ""Doug"" Weight","M",31,180,91,"United States",2002,"Ice Hockey","Silver",28.0864197530864
"David John Weightman","M",24,193,94,"Australia",1996,"Rowing","Silver",25.2355767940079
"Saul Weigopwa","M",18,175,71,"Nigeria",2004,"Athletics","Bronze",23.1836734693878
"Kerry Pauline Weiland","F",29,163,62,"United States",2010,"Ice Hockey","Silver",23.3354661447552
"David Lawson ""Dave"" Weill","M",22,200,120,"United States",1964,"Athletics","Bronze",30
"Wendy Weinberg (-Farber, -Weil)","F",18,168,57,"United States",1976,"Swimming","Bronze",20.1955782312925
"Richard Weinberger","M",22,184,72,"Canada",2012,"Swimming","Bronze",21.2665406427221
"Donna L. Weinbrecht","F",26,162,55,"United States",1992,"Freestyle Skiing","Gold",20.9571711629325
"Johannes-Maximilian ""Max"" Weinhold","M",26,196,100,"Germany",2008,"Hockey","Gold",26.0308204914619
"Johannes-Maximilian ""Max"" Weinhold","M",30,196,100,"Germany",2012,"Hockey","Gold",26.0308204914619
"Steffen Weinhold","M",30,191,94,"Germany",2016,"Handball","Bronze",25.7668375318659
"Ulf Weinstock","M",27,180,82,"Sweden",1980,"Ice Hockey","Bronze",25.3086419753086
"Amanda Jo Weir (-Davis)","F",18,188,77,"United States",2004,"Swimming","Silver",21.7858759619737
"Amanda Jo Weir (-Davis)","F",18,188,77,"United States",2004,"Swimming","Silver",21.7858759619737
"Amanda Jo Weir (-Davis)","F",26,188,77,"United States",2012,"Swimming","Bronze",21.7858759619737
"Amanda Jo Weir (-Davis)","F",30,188,77,"United States",2016,"Swimming","Silver",21.7858759619737
"Warren Antonio Weir","M",22,178,75,"Jamaica",2012,"Athletics","Bronze",23.6712536295922
"Bianca Margot Wei (-Heinz)","F",24,166,57,"Germany",1992,"Hockey","Silver",20.6851502395123
"Frdric Jean Santo Weis","M",23,218,110,"France",2000,"Basketball","Silver",23.1461998148304
"Gisela Wei (-Engelhardt)","F",16,165,61,"Germany",1960,"Swimming","Bronze",22.4058769513315
"Rosemarie ""Romi"" Wei-Scherberger","F",29,167,54,"Germany",1964,"Fencing","Bronze",19.3624726594715
"Eberhard Weise","M",30,181,86,"East Germany-2",1984,"Bobsleigh","Silver",26.2507249473459
"Konrad Weise","M",21,174,65,"East Germany",1972,"Football","Bronze",21.4691504822301
"Konrad Weise","M",24,174,65,"East Germany",1976,"Football","Gold",21.4691504822301
"Wolfgang Weise","M",23,177,75,"East Germany",1972,"Volleyball","Silver",23.9394809920521
"Ingo Weienborn","M",28,168,63,"Germany",1992,"Fencing","Gold",22.3214285714286
"Tibor Weienborn","M",23,175,70,"Germany",2004,"Hockey","Bronze",22.8571428571429
"Tibor Weienborn","M",27,175,70,"Germany",2008,"Hockey","Gold",22.8571428571429
"Jens Weiflog","M",19,170,54,"East Germany",1984,"Ski Jumping","Gold",18.6851211072664
"Jens Weiflog","M",19,170,54,"East Germany",1984,"Ski Jumping","Silver",18.6851211072664
"Jens Weiflog","M",29,170,54,"Germany",1994,"Ski Jumping","Gold",18.6851211072664
"Jens Weiflog","M",29,170,54,"Germany",1994,"Ski Jumping","Gold",18.6851211072664
"Erich Weishaupt","M",23,175,71,"West Germany",1976,"Ice Hockey","Bronze",23.1836734693878
"Paula Jo Weishoff (-Hanold)","F",22,185,75,"United States",1984,"Volleyball","Silver",21.9138056975895
"Paula Jo Weishoff (-Hanold)","F",30,185,75,"United States",1992,"Volleyball","Bronze",21.9138056975895
"Vladimr Weiss","M",25,178,80,"Czechoslovakia",1964,"Football","Silver",25.2493372048984
"Gerda Weissensteiner","F",25,166,63,"Italy",1994,"Luge","Gold",22.8625344752504
"Gerda Weissensteiner","F",37,166,63,"Italy-1",2006,"Bobsleigh","Bronze",22.8625344752504
"Abbey Weitzeil","F",19,178,68,"United States",2016,"Swimming","Silver",21.4619366241636
"Abbey Weitzeil","F",19,178,68,"United States",2016,"Swimming","Gold",21.4619366241636
"Charles Barry Weitzenberg","M",25,186,88,"United States",1972,"Water Polo","Bronze",25.4364666435426
"Stuart Welch","M",22,195,86,"Australia",2000,"Rowing","Silver",22.6166995397765
"Stuart Welch","M",26,195,86,"Australia",2004,"Rowing","Bronze",22.6166995397765
"Niklas Wellen","M",21,185,77,"Germany",2016,"Hockey","Bronze",22.4981738495252
"David Weller","M",23,188,82,"Jamaica",1980,"Cycling","Bronze",23.2005432322318
"Ronny Weller","M",19,183,130,"East Germany",1988,"Weightlifting","Bronze",38.8187165935083
"Ronny Weller","M",23,183,130,"Germany",1992,"Weightlifting","Gold",38.8187165935083
"Ronny Weller","M",26,183,130,"Germany",1996,"Weightlifting","Silver",38.8187165935083
"Ronny Weller","M",31,183,130,"Germany",2000,"Weightlifting","Silver",38.8187165935083
"Andreas Wellinger","M",18,183,65,"Germany",2014,"Ski Jumping","Gold",19.4093582967542
"Paul-Heinz Wellmann","M",24,182,70,"West Germany",1976,"Athletics","Bronze",21.1327134404057
"Allan Wipper Wells","M",28,183,86,"Great Britain",1980,"Athletics","Gold",25.680074054167
"Allan Wipper Wells","M",28,183,86,"Great Britain",1980,"Athletics","Silver",25.680074054167
"Robert ""Bobby"" Wells","M",23,193,91,"Great Britain",1984,"Boxing","Bronze",24.430186045263
"Earle Leonard Wells","M",30,185,87,"Pandora",1964,"Sailing","Gold",25.4200146092038
"Kellie Wells","F",30,163,57,"United States",2012,"Athletics","Bronze",21.4535737137265
"Mark Ronald Wells","M",22,175,79,"United States",1980,"Ice Hockey","Gold",25.7959183673469
