"Name","Sex","Age","Height","Weight","Team","Year","Sport","Medal","BMI"
"Marjo Hannele Voutilainen","F",28,168,70,"Finland",2010,"Ice Hockey","Bronze",24.8015873015873
"Aleksey Ivanovich Voyevoda","M",25,195,105,"Russia-1",2006,"Bobsleigh","Silver",27.6134122287968
"Aleksey Ivanovich Voyevoda","M",29,195,105,"Russia-1",2010,"Bobsleigh","Bronze",27.6134122287968
"Aleksey Ivanovich Voyevoda","M",33,195,105,"Russia-1",2014,"Bobsleigh","Gold",27.6134122287968
"Aleksey Ivanovich Voyevoda","M",33,195,105,"Russia-1",2014,"Bobsleigh","Gold",27.6134122287968
"Aleksey Nikolayevich Voyevodin","M",34,178,68,"Russia",2004,"Athletics","Bronze",21.4619366241636
"Anastasiya Sergeyevna Voynova","F",23,162,62,"Russia",2016,"Cycling","Silver",23.6244474927602
"Ferenc Vozar","M",30,183,83,"West Germany",1976,"Ice Hockey","Bronze",24.7842575173938
"Ljubomir Vranjes","M",26,166,79,"Sweden",2000,"Handball","Silver",28.6688924372188
"Stojan ""Stojko"" Vrankovi","M",24,217,115,"Yugoslavia",1988,"Basketball","Silver",24.4218394954236
"Stojan ""Stojko"" Vrankovi","M",28,217,115,"Croatia",1992,"Basketball","Silver",24.4218394954236
"Renato Vrbii","M",25,NA,NA,"Croatia",1996,"Water Polo","Silver",NA
"Zdeslav Vrdoljak","M",25,189,96,"Croatia",1996,"Water Polo","Silver",26.8749475098681
"Shannon Vreeland","F",20,188,79,"United States",2012,"Swimming","Gold",22.351742870077
"Jan Johannes ""Jur"" Vrieling","M",42,186,81,"Netherlands",2012,"Equestrianism","Silver",23.4131113423517
"Jean Raoul Clina Andr Vuarnet","M",22,NA,NA,"France",1960,"Alpine Skiing","Gold",NA
"Stephan Vuckovic","M",28,179,73,"Germany",2000,"Triathlon","Silver",22.7833088854905
"Mirko Vuillermin","M",20,163,67,"Italy",1994,"Short Track Speed Skating","Silver",25.2173585757838
"Mirko Vuillermin","M",20,163,67,"Italy",1994,"Short Track Speed Skating","Gold",25.2173585757838
"Vladimir ""Vlada"" Vujasinovi","M",27,187,98,"Serbia and Montenegro",2000,"Water Polo","Bronze",28.0248219851869
"Vladimir ""Vlada"" Vujasinovi","M",30,187,98,"Serbia and Montenegro",2004,"Water Polo","Silver",28.0248219851869
"Vladimir ""Vlada"" Vujasinovi","M",34,187,98,"Serbia",2008,"Water Polo","Bronze",28.0248219851869
"Branimir Vujevi","M",25,183,85,"Croatia",2000,"Rowing","Bronze",25.3814685419093
"Goran Vujevi","M",23,192,94,"Serbia and Montenegro",1996,"Volleyball","Bronze",25.4991319444444
"Goran Vujevi","M",27,192,94,"Serbia and Montenegro",2000,"Volleyball","Gold",25.4991319444444
"Zvonimir ""Zvonko"" Vujin","M",25,167,65,"Yugoslavia",1968,"Boxing","Bronze",23.3066800530675
"Zvonimir ""Zvonko"" Vujin","M",29,167,65,"Yugoslavia",1972,"Boxing","Bronze",23.3066800530675
"Veselin Vujovi","M",23,197,93,"Yugoslavia",1984,"Handball","Gold",23.9635136179752
"Veselin Vujovi","M",27,197,93,"Yugoslavia",1988,"Handball","Bronze",23.9635136179752
"Nenad Vukani","M",26,196,97,"Serbia and Montenegro",2000,"Water Polo","Bronze",25.249895876718
"Marina Vukevi-Raji","F",18,175,70,"Montenegro",2012,"Handball","Silver",22.8571428571429
"Branko Vukievi","M",22,212,100,"Yugoslavia",1984,"Basketball","Bronze",22.249911000356
"Paola Vukojicic","F",26,164,58,"Argentina",2000,"Hockey","Silver",21.5645449137418
"Paola Vukojicic","F",29,164,58,"Argentina",2004,"Hockey","Bronze",21.5645449137418
"Paola Vukojicic","F",33,164,58,"Argentina",2008,"Hockey","Bronze",21.5645449137418
"Drago Vukovi","M",21,194,90,"Croatia",2004,"Handball","Gold",23.9132745243915
"Drago Vukovi","M",28,194,90,"Croatia",2012,"Handball","Bronze",23.9132745243915
"Veselin Vukovi","M",25,192,87,"Yugoslavia",1984,"Handball","Gold",23.6002604166667
"Boo Vuleti","M",26,186,90,"Yugoslavia",1984,"Water Polo","Gold",26.0145681581686
"Fabio Vullo","M",19,193,80,"Italy",1984,"Volleyball","Bronze",21.4770866331982
"Igor Vuurovi","M",25,200,86,"Serbia and Montenegro",2000,"Volleyball","Gold",21.5
"Arkady Arkadyevich Vyachanin","M",24,202,91,"Russia",2008,"Swimming","Bronze",22.3017351240075
"Arkady Arkadyevich Vyachanin","M",24,202,91,"Russia",2008,"Swimming","Bronze",22.3017351240075
"Anna Viktorovna Vyakhireva","F",21,168,63,"Russia",2016,"Handball","Gold",22.3214285714286
"David Vborn","M",31,179,82,"Czech Republic",2006,"Ice Hockey","Bronze",25.5922099809619
"Maksim Mikhaylovich Vylegzhanin","M",31,174,68,"Russia",2014,"Cross Country Skiing","Silver",22.4600343506408
"Maksim Mikhaylovich Vylegzhanin","M",31,174,68,"Russia",2014,"Cross Country Skiing","Silver",22.4600343506408
"Maksim Mikhaylovich Vylegzhanin","M",31,174,68,"Russia",2014,"Cross Country Skiing","Silver",22.4600343506408
"Lenka Vymazalov","F",21,156,47,"Czechoslovakia",1980,"Hockey","Silver",19.3129520052597
"Konstantin Grigoryevich Vyrupayev","M",29,162,62,"Soviet Union",1960,"Wrestling","Bronze",23.6244474927602
"Svetlana Yuryevna Vysokova","F",33,170,67,"Russia",2006,"Speed Skating","Bronze",23.1833910034602
"Galina Nikolayevna Vyuzhanina","F",27,161,55,"Soviet Union",1980,"Hockey","Bronze",21.2183171945527
"Christine Wachtel (-Guth)","F",23,166,56,"East Germany",1988,"Athletics","Silver",20.3222528668892
"Anita Wachter (-Salzgeber)","F",21,164,50,"Austria",1988,"Alpine Skiing","Gold",18.5901249256395
"Anita Wachter (-Salzgeber)","F",24,164,50,"Austria",1992,"Alpine Skiing","Silver",18.5901249256395
"Anita Wachter (-Salzgeber)","F",24,164,50,"Austria",1992,"Alpine Skiing","Silver",18.5901249256395
"Kazuhiro Wada","M",32,182,90,"Japan",2004,"Baseball","Bronze",27.170631566236
"Kikuo Wada","M",21,169,68,"Japan",1972,"Wrestling","Silver",23.8086901719128
"Tsuyoshi Wada","M",23,179,77,"Japan",2004,"Baseball","Bronze",24.0317093723667
"Robert Norman ""Rob"" Waddell","M",25,200,103,"New Zealand",2000,"Rowing","Gold",25.75
"Dwyane Tyrone Wade, Jr.","M",22,193,96,"United States",2004,"Basketball","Bronze",25.7725039598378
"Dwyane Tyrone Wade, Jr.","M",26,193,96,"United States",2008,"Basketball","Gold",25.7725039598378
"Allison Marie Wagner","F",18,167,53,"United States",1996,"Swimming","Silver",19.0039083509627
"Alyson Kay ""Aly"" Wagner (-Eyre)","F",24,165,59,"United States",2004,"Football","Gold",21.6712580348944
"Alyson Kay ""Aly"" Wagner (-Eyre)","F",27,165,59,"United States",2008,"Football","Gold",21.6712580348944
"Ashley Elisabeth Wagner","F",22,160,52,"United States",2014,"Figure Skating","Bronze",20.3125
"Barbara Aileen Wagner (-Grogan, -Hofman)","F",21,NA,NA,"Canada-1",1960,"Figure Skating","Gold",NA
"Udo Wagner","M",24,186,75,"East Germany",1988,"Fencing","Silver",21.6788067984738
"Udo Wagner","M",28,186,75,"Germany",1992,"Fencing","Gold",21.6788067984738
"Katrin Wagner-Augustin","F",22,179,70,"Germany",2000,"Canoeing","Gold",21.8470085203333
"Katrin Wagner-Augustin","F",22,179,70,"Germany",2000,"Canoeing","Gold",21.8470085203333
"Katrin Wagner-Augustin","F",26,179,70,"Germany",2004,"Canoeing","Gold",21.8470085203333
"Katrin Wagner-Augustin","F",30,179,70,"Germany",2008,"Canoeing","Bronze",21.8470085203333
"Katrin Wagner-Augustin","F",30,179,70,"Germany",2008,"Canoeing","Gold",21.8470085203333
"Katrin Wagner-Augustin","F",34,179,70,"Germany",2012,"Canoeing","Silver",21.8470085203333
"Sandra Wagner-Sachse","F",26,164,75,"Germany",1996,"Archery","Silver",27.8851873884593
"Sandra Wagner-Sachse","F",31,164,75,"Germany",2000,"Archery","Bronze",27.8851873884593
"Elizabeth Jane ""Janie"" Wagstaff","F",18,180,66,"United States",1992,"Swimming","Gold",20.3703703703704
"Frank-Michael Wahl","M",23,190,95,"East Germany",1980,"Handball","Gold",26.3157894736842
"Wolfram Waibel, Jr.","M",26,184,80,"Austria",1996,"Shooting","Silver",23.6294896030246
"Wolfram Waibel, Jr.","M",26,184,80,"Austria",1996,"Shooting","Bronze",23.6294896030246
"Nina Waidacher","F",21,170,65,"Switzerland",2014,"Ice Hockey","Bronze",22.4913494809689
"Richard Donald ""Rusty"" Wailes","M",24,197,88,"United States",1960,"Rowing","Gold",22.6751526707722
"Erick Wainaina","M",22,175,58,"Kenya",1996,"Athletics","Bronze",18.9387755102041
"Erick Wainaina","M",26,175,58,"Kenya",2000,"Athletics","Silver",18.9387755102041
"Shigeki Wakabayashi","M",25,177,77,"Japan",1992,"Baseball","Bronze",24.5778671518401
"Jennifer Dorothy June ""Jenn"" Wakefield","F",24,175,77,"Canada",2014,"Ice Hockey","Gold",25.1428571428571
"Douglas Wakiihuri Maina","M",24,186,65,"Kenya",1988,"Athletics","Silver",18.788299225344
"Walace Souza Silva","M",21,188,75,"Brazil",2016,"Football","Gold",21.2200090538705
"Tadeusz Walasek","M",24,176,76,"Poland",1960,"Boxing","Silver",24.5351239669421
"Tadeusz Walasek","M",28,176,76,"Poland",1964,"Boxing","Bronze",24.5351239669421
"Ewald Walch","M",27,176,73,"Austria-1",1968,"Luge","Silver",23.566632231405
"Michael Walchhofer","M",30,192,100,"Austria",2006,"Alpine Skiing","Silver",27.1267361111111
"Donald J. ""Don"" Walchuk","M",38,180,79,"Canada",2002,"Curling","Silver",24.3827160493827
"Keshorn Walcott","M",19,183,90,"Trinidad and Tobago",2012,"Athletics","Gold",26.8744961031981
"Keshorn Walcott","M",23,183,90,"Trinidad and Tobago",2016,"Athletics","Bronze",26.8744961031981
"Marta Walczykiewicz","F",29,165,63,"Poland",2016,"Canoeing","Silver",23.1404958677686
"Hans-Joachim Walde","M",22,191,89,"Germany",1964,"Athletics","Bronze",24.396261067405
"Hans-Joachim Walde","M",26,191,89,"West Germany",1968,"Athletics","Silver",24.396261067405
"Marc Robert Waldie","M",28,193,84,"United States",1984,"Volleyball","Gold",22.5509409648581
"Jan-Ove Waldner","M",26,179,76,"Sweden",1992,"Table Tennis","Gold",23.7196092506476
"Jan-Ove Waldner","M",34,179,76,"Sweden",2000,"Table Tennis","Silver",23.7196092506476
"Carolyn Jane Waldo","F",19,170,56,"Canada",1984,"Synchronized Swimming","Silver",19.3771626297578
"Carolyn Jane Waldo","F",23,170,56,"Canada",1988,"Synchronized Swimming","Gold",19.3771626297578
"Carolyn Jane Waldo","F",23,170,56,"Canada",1988,"Synchronized Swimming","Gold",19.3771626297578
"Ross Elliott Wales","M",20,178,75,"United States",1968,"Swimming","Bronze",23.6712536295922
"Peggy Waleska","F",24,180,69,"Germany",2004,"Rowing","Silver",21.2962962962963
"Walewska Moreira de Oliveira","F",21,190,73,"Brazil",2000,"Volleyball","Bronze",20.2216066481994
"Walewska Moreira de Oliveira","F",29,190,73,"Brazil",2008,"Volleyball","Gold",20.2216066481994
"Mirosaw Andrzej Waligra","M",22,173,69,"Poland",1992,"Football","Silver",23.0545624644993
"Gte Emil Wlitalo","M",27,183,79,"Sweden",1984,"Ice Hockey","Bronze",23.5898354683627
"Bianca Michaela Walkden","F",24,182,74,"Great Britain",2016,"Taekwondo","Bronze",22.3402970655718
"Kira Walkenhorst","F",25,184,75,"Germany-1",2016,"Beach Volleyball","Gold",22.1526465028355
"Ian James Walker","M",26,174,73,"Great Britain",1996,"Sailing","Silver",24.1115074646585
"Ian James Walker","M",30,174,73,"Great Britain",2000,"Sailing","Silver",24.1115074646585
"John George Walker","M",24,183,74,"New Zealand",1976,"Athletics","Gold",22.096807907074
"Laura Anne Walker","F",18,167,58,"United States",1988,"Swimming","Bronze",20.7967298935064
"Melaine Antoinette Walker","F",25,165,53,"Jamaica",2008,"Athletics","Gold",19.4674012855831
"Neil Scott Walker","M",24,195,90,"United States",2000,"Swimming","Silver",23.6686390532544
"Neil Scott Walker","M",24,195,90,"United States",2000,"Swimming","Gold",23.6686390532544
"Neil Scott Walker","M",28,195,90,"United States",2004,"Swimming","Bronze",23.6686390532544
"Neil Scott Walker","M",28,195,90,"United States",2004,"Swimming","Gold",23.6686390532544
"Sarah Walker","F",24,176,74,"New Zealand",2012,"Cycling","Silver",23.8894628099174
"Christopher James ""Chris"" Walker-Hebborn","M",26,184,84,"Great Britain",2016,"Swimming","Silver",24.8109640831758
"Daniela Walkowiak-Pilecka (-Lewicka)","F",25,160,60,"Poland",1960,"Canoeing","Bronze",23.4375
"Lyndsay Wall","F",16,173,65,"United States",2002,"Ice Hockey","Silver",21.7180660897457
"Lyndsay Wall","F",20,173,65,"United States",2006,"Ice Hockey","Bronze",21.7180660897457
"Michael Allen ""Mike"" Wall","M",18,188,77,"United States",1964,"Swimming","Gold",21.7858759619737
"Michael Allen ""Mike"" Wall","M",22,188,77,"United States",1968,"Swimming","Gold",21.7858759619737
"Michael Allen ""Mike"" Wall","M",22,188,77,"United States",1968,"Swimming","Gold",21.7858759619737
"Wallace Leandro de Souza","M",25,198,87,"Brazil",2012,"Volleyball","Silver",22.191613100704
"Wallace Leandro de Souza","M",29,198,87,"Brazil",2016,"Volleyball","Gold",22.191613100704
"Daniel ""Dan"" Wallace","M",23,188,80,"Great Britain",2016,"Swimming","Silver",22.6346763241286
"Ji Glenn Wallace","M",23,175,70,"Australia",2000,"Trampolining","Silver",22.8571428571429
"John William Wallace","M",30,192,88,"Canada",1992,"Rowing","Gold",23.8715277777778
"Kenneth Maxwell ""Ken"" Wallace","M",25,190,90,"Australia",2008,"Canoeing","Gold",24.9307479224377
"Kenneth Maxwell ""Ken"" Wallace","M",25,190,90,"Australia",2008,"Canoeing","Bronze",24.9307479224377
"Kenneth Maxwell ""Ken"" Wallace","M",33,190,90,"Australia",2016,"Canoeing","Bronze",24.9307479224377
"Hans-Jrgen Wallbrecht","M",21,187,93,"Germany",1964,"Rowing","Silver",26.5949841287998
"Hans Carl Johan Walln","M",35,165,67,"Sweden",1996,"Sailing","Silver",24.6097337006428
"Bengt Christer Wallin","M",23,188,75,"Sweden",1992,"Swimming","Silver",21.2200090538705
"Bengt Christer Wallin","M",27,188,75,"Sweden",1996,"Swimming","Silver",21.2200090538705
"Maria Magdalena Wallin-Forsberg","F",34,166,57,"Sweden",2002,"Biathlon","Bronze",20.6851502395123
"Maria Magdalena Wallin-Forsberg","F",34,166,57,"Sweden",2002,"Biathlon","Bronze",20.6851502395123
"Veronika Wallinger-Stallmaier","F",25,170,59,"Austria",1992,"Alpine Skiing","Bronze",20.4152249134948
"James Robert ""Jim"" Wallington, Jr.","M",24,180,63,"United States",1968,"Boxing","Bronze",19.4444444444444
"Maria Walliser (-Anesini)","F",20,168,60,"Switzerland",1984,"Alpine Skiing","Silver",21.2585034013605
"Maria Walliser (-Anesini)","F",24,168,60,"Switzerland",1988,"Alpine Skiing","Bronze",21.2585034013605
"Maria Walliser (-Anesini)","F",24,168,60,"Switzerland",1988,"Alpine Skiing","Bronze",21.2585034013605
"Campbell Walsh","M",26,174,62,"Great Britain",2004,"Canoeing","Silver",20.4782666138195
"Daniel Walsh","M",29,201,100,"United States",2008,"Rowing","Bronze",24.751862577659
"Kenneth Marshall ""Ken"" Walsh","M",23,188,84,"United States",1968,"Swimming","Silver",23.766410140335
"Kenneth Marshall ""Ken"" Walsh","M",23,188,84,"United States",1968,"Swimming","Gold",23.766410140335
"Kenneth Marshall ""Ken"" Walsh","M",23,188,84,"United States",1968,"Swimming","Gold",23.766410140335
"Terence Arthur ""Terry"" Walsh","M",22,177,80,"Australia",1976,"Hockey","Silver",25.5354463915222
"Tomas ""Tom"" Walsh","M",24,185,120,"New Zealand",2016,"Athletics","Bronze",35.0620891161432
"Kerri Lee Walsh Jennings","F",25,191,73,"United States-1",2004,"Beach Volleyball","Gold",20.0104163811299
"Kerri Lee Walsh Jennings","F",29,191,73,"United States-1",2008,"Beach Volleyball","Gold",20.0104163811299
"Kerri Lee Walsh Jennings","F",33,191,73,"United States-1",2012,"Beach Volleyball","Gold",20.0104163811299
"Kerri Lee Walsh Jennings","F",37,191,73,"United States-1",2016,"Beach Volleyball","Bronze",20.0104163811299
"Annika Walter","F",21,163,53,"Germany",1996,"Diving","Silver",19.9480597689036
"Fritz Walter","M",28,172,66,"West Germany",1988,"Football","Bronze",22.3093564088697
"Jaroslav Walter","M",25,181,79,"Czechoslovakia",1964,"Ice Hockey","Bronze",24.1140380330271
"Louisa Walter (-Keller)","F",25,170,66,"Germany",2004,"Hockey","Gold",22.8373702422145
"Manfred Walter","M",27,178,82,"Germany",1964,"Football","Bronze",25.8805706350208
"Steffi Walter-Martin","F",21,180,74,"East Germany",1984,"Luge","Gold",22.8395061728395
"Steffi Walter-Martin","F",25,180,74,"East Germany",1988,"Luge","Gold",22.8395061728395
"Dale Walters","M",20,167,54,"Canada",1984,"Boxing","Bronze",19.3624726594715
"David ""Dave"" Walters","M",20,191,86,"United States",2008,"Swimming","Gold",23.5739151887284
"Martina Walther","F",24,187,85,"East Germany",1988,"Rowing","Gold",24.3072435585805
"Christine Walther-Mummhardt","F",28,169,67,"East Germany",1980,"Volleyball","Silver",23.458562375267
"Mats Stefan Waltin","M",26,181,79,"Sweden",1980,"Ice Hockey","Bronze",24.1140380330271
"Mats Stefan Waltin","M",30,181,79,"Sweden",1984,"Ice Hockey","Bronze",24.1140380330271
"Brian Clifford Walton","M",30,177,68,"Canada",1996,"Cycling","Silver",21.7051294327939
"Sally Ellen Walton","F",31,180,68,"Great Britain",2012,"Hockey","Bronze",20.9876543209877
"Marcus Cooper Walz","M",21,184,82,"Spain",2016,"Canoeing","Gold",24.2202268431002
"Andreas Walzer","M",22,185,76,"Germany",1992,"Cycling","Gold",22.2059897735573
"Mary Abigail ""Abby"" Wambach","F",24,180,81,"United States",2004,"Football","Gold",25
"Mary Abigail ""Abby"" Wambach","F",32,180,81,"United States",2012,"Football","Gold",25
"Margaret Nyairera Wambui","F",20,NA,66,"Kenya",2016,"Athletics","Bronze",NA
"Getenesh ""Gete"" Wami Degife","F",21,152,42,"Ethiopia",1996,"Athletics","Bronze",18.1786703601108
"Getenesh ""Gete"" Wami Degife","F",25,152,42,"Ethiopia",2000,"Athletics","Bronze",18.1786703601108
"Getenesh ""Gete"" Wami Degife","F",25,152,42,"Ethiopia",2000,"Athletics","Silver",18.1786703601108
"Wang Beixing","F",24,174,66,"China",2010,"Speed Skating","Bronze",21.7994451050337
"Wang Bingyu","F",25,164,65,"China",2010,"Curling","Bronze",24.1671624033314
"Wang Cheng-Pang","M",17,178,84,"Chinese Taipei",2004,"Archery","Silver",26.5118040651433
"Wang Chengyi","F",21,157,50,"China",2004,"Shooting","Bronze",20.2847985719502
"Wang Chunlu","F",19,169,60,"China",1998,"Short Track Speed Skating","Silver",21.0076677987465
"Wang Chunlu","F",23,169,60,"China",2002,"Short Track Speed Skating","Bronze",21.0076677987465
"Wang Chunlu","F",23,169,60,"China",2002,"Short Track Speed Skating","Silver",21.0076677987465
"Wang Fang","F",25,177,72,"China",1992,"Basketball","Silver",22.98190175237
"Wang Feng","M",29,170,67,"China",2008,"Diving","Gold",23.1833910034602
"Wang Gi-Chun","M",19,171,73,"South Korea",2008,"Judo","Silver",24.9649464792586
"Wang Haibin","M",26,185,83,"China",2000,"Fencing","Silver",24.2512783053324
"Wang Haibin","M",30,185,83,"China",2004,"Fencing","Silver",24.2512783053324
"Wang Hao","M",20,175,78,"China",2004,"Table Tennis","Silver",25.469387755102
"Wang Hao","M",24,175,78,"China",2008,"Table Tennis","Silver",25.469387755102
"Wang Hao","M",24,175,78,"China",2008,"Table Tennis","Gold",25.469387755102
"Wang Hao","M",28,175,78,"China",2012,"Table Tennis","Silver",25.469387755102
"Wang Hao","M",28,175,78,"China",2012,"Table Tennis","Gold",25.469387755102
"Wang Hao","F",19,156,50,"China",2012,"Diving","Gold",20.5456936226167
"Wang Hong","F",27,171,58,"China",1992,"Archery","Silver",19.8351629561233
"Wang Hui-Gyeong","F",18,166,64,"South Korea",1988,"Archery","Silver",23.2254318478734
"Wang Hui-Gyeong","F",18,166,64,"South Korea",1988,"Archery","Gold",23.2254318478734
"Wang Huifeng","F",24,168,72,"China",1992,"Fencing","Silver",25.5102040816327
"Wang Jiao","F",20,177,72,"China",2008,"Wrestling","Gold",22.98190175237
"Wang Jie","F",24,187,72,"China-1",2008,"Beach Volleyball","Silver",20.589665131974
"Wang Jue Gu","F",28,155,63,"Singapore",2008,"Table Tennis","Silver",26.2226847034339
"Wang Jue Gu","F",32,155,63,"Singapore",2012,"Table Tennis","Bronze",26.2226847034339
"Wang Jun","F",20,186,76,"China",1984,"Basketball","Bronze",21.9678575557868
"Wang Junxia","F",33,162,50,"China",1996,"Athletics","Gold",19.0519737844841
"Wang Junxia","F",33,162,50,"China",1996,"Athletics","Silver",19.0519737844841
"Wang Kuang-Shih","M",24,180,84,"Chinese Taipei",1992,"Baseball","Silver",25.9259259259259
"Wang Lei","M",23,190,108,"China",2004,"Fencing","Silver",29.9168975069252
"Wang Lihong","F",25,168,63,"China",1996,"Softball","Silver",22.3214285714286
"Wang Lina","F",18,181,75,"China",1996,"Volleyball","Silver",22.8930740819877
"Wang Lina","F",26,181,75,"China",2004,"Volleyball","Gold",22.8930740819877
"Wang Linwei","F",27,174,65,"China",1984,"Handball","Bronze",21.4691504822301
"Wang Liping","F",22,162,52,"China",1996,"Football","Silver",19.8140527358634
"Wang Liping","F",24,163,46,"China",2000,"Athletics","Gold",17.3134103654635
"Wang Liqin","M",22,192,85,"China-2",2000,"Table Tennis","Gold",23.0577256944444
"Wang Liqin","M",26,192,85,"China",2004,"Table Tennis","Bronze",23.0577256944444
"Wang Liqin","M",30,192,85,"China",2008,"Table Tennis","Bronze",23.0577256944444
"Wang Liqin","M",30,192,85,"China",2008,"Table Tennis","Gold",23.0577256944444
"Wang Manli","F",32,167,67,"China",2006,"Speed Skating","Silver",24.023808670085
"Wang Meng","F",20,167,60,"China",2006,"Short Track Speed Skating","Gold",21.5138585105239
"Wang Meng","F",20,167,60,"China",2006,"Short Track Speed Skating","Silver",21.5138585105239
"Wang Meng","F",20,167,60,"China",2006,"Short Track Speed Skating","Bronze",21.5138585105239
"Wang Meng","F",24,167,60,"China",2010,"Short Track Speed Skating","Gold",21.5138585105239
"Wang Meng","F",24,167,60,"China",2010,"Short Track Speed Skating","Gold",21.5138585105239
"Wang Meng","F",24,167,60,"China",2010,"Short Track Speed Skating","Gold",21.5138585105239
"Wang Mingjuan","F",26,150,48,"China",2012,"Weightlifting","Gold",21.3333333333333
"Wang Mingxing","F",22,173,70,"China",1984,"Handball","Bronze",23.3886865581877
"Wang Na","F",24,172,58,"China",2008,"Synchronized Swimming","Bronze",19.6051919956733
"Wang Nan","F",21,166,60,"China",2000,"Table Tennis","Gold",21.7738423573813
"Wang Nan","F",21,166,60,"China-1",2000,"Table Tennis","Gold",21.7738423573813
"Wang Nan","F",25,166,60,"China-1",2004,"Table Tennis","Gold",21.7738423573813
"Wang Nan","F",29,166,60,"China",2008,"Table Tennis","Silver",21.7738423573813
"Wang Nan","F",29,166,60,"China",2008,"Table Tennis","Gold",21.7738423573813
"Wang Shun","M",22,191,74,"China",2016,"Swimming","Bronze",20.2845316740221
"Wang Tao","M",24,164,70,"China-1",1992,"Table Tennis","Gold",26.0261748958953
"Wang Tao","M",28,164,70,"China",1996,"Table Tennis","Silver",26.0261748958953
"Wang Tao","M",28,164,70,"China-1",1996,"Table Tennis","Silver",26.0261748958953
"Wang Xianbo","F",19,169,67,"China",1996,"Judo","Bronze",23.458562375267
"Wang Xiaohong","F",23,172,66,"China",1992,"Swimming","Silver",22.3093564088697
"Wang Xiaozhu","F",19,176,63,"China",1992,"Archery","Silver",20.338326446281
"Wang Xin (Ruoxue-)","F",15,137,28,"China",2008,"Diving","Bronze",14.9182162075763
"Wang Xin (Ruoxue-)","F",15,137,28,"China",2008,"Diving","Gold",14.9182162075763
"Wang Xu","F",18,170,75,"China",2004,"Wrestling","Gold",25.9515570934256
"Wang Yajun","F",26,182,73,"China",1988,"Volleyball","Bronze",22.0384011592803
"Wang Yan","F",16,140,33,"China",2016,"Gymnastics","Bronze",16.8367346938776
"Wang Yan","F",25,170,52,"China",1996,"Athletics","Bronze",17.9930795847751
"Wang Yi","F",23,189,79,"China",1996,"Volleyball","Silver",22.1158422216623
"Wang Yifu","M",23,174,85,"China",1984,"Shooting","Bronze",28.075042938301
"Wang Yifu","M",31,174,85,"China",1992,"Shooting","Gold",28.075042938301
"Wang Yifu","M",31,174,85,"China",1992,"Shooting","Silver",28.075042938301
"Wang Yifu","M",35,174,85,"China",1996,"Shooting","Silver",28.075042938301
"Wang Yifu","M",39,174,85,"China",2000,"Shooting","Silver",28.075042938301
"Wang Yifu","M",43,174,85,"China",2004,"Shooting","Gold",28.075042938301
"Wang Yihan","F",24,178,65,"China",2012,"Badminton","Silver",20.5150864789799
"Wang Yimei","F",20,190,90,"China",2008,"Volleyball","Bronze",24.9307479224377
"Wang Ying","F",27,172,63,"China",1996,"Softball","Silver",21.295294753921
"Wang Zhen","M",20,180,62,"China",2012,"Athletics","Bronze",19.1358024691358
"Wang Zhen","M",24,180,62,"China",2016,"Athletics","Gold",19.1358024691358
"Wang Zheng","M",25,183,70,"China",2004,"Shooting","Bronze",20.9023858580429
"Wang Zhiwei","M",24,178,77,"China",2012,"Shooting","Bronze",24.3024870597147
"Wang Ziling","F",24,182,75,"China",1996,"Volleyball","Silver",22.6421929718633
"Robert Napunyi Wangila","M",22,175,66,"Kenya",1988,"Boxing","Gold",21.5510204081633
"Samuel Kamau ""Sammy"" Wanjiru","M",21,163,51,"Kenya",2008,"Athletics","Gold",19.1953027964922
"Andreas Wank","M",21,189,72,"Germany",2010,"Ski Jumping","Silver",20.1562106324011
"Andreas Wank","M",25,189,72,"Germany",2014,"Ski Jumping","Gold",20.1562106324011
"David Colin Wansbrough","M",27,172,70,"Australia",1992,"Hockey","Silver",23.6614386154678
"Andre Ward","M",20,185,80,"United States",2004,"Boxing","Gold",23.3747260774288
"Rebecca Claire ""Becca"" Ward","F",18,170,61,"United States",2008,"Fencing","Bronze",21.1072664359862
"Rebecca Claire ""Becca"" Ward","F",18,170,61,"United States",2008,"Fencing","Bronze",21.1072664359862
"Catherine Ward","F",22,168,67,"Canada",2010,"Ice Hockey","Gold",23.7386621315193
"Catherine Ward","F",26,168,67,"Canada",2014,"Ice Hockey","Gold",23.7386621315193
"Dean Martin Ward","M",34,173,87,"Great Britain",1998,"Bobsleigh","Bronze",29.0687961508904
"McLain Ward","M",28,176,70,"United States",2004,"Equestrianism","Gold",22.5981404958678
"McLain Ward","M",32,176,70,"United States",2008,"Equestrianism","Gold",22.5981404958678
"McLain Ward","M",40,176,70,"United States",2016,"Equestrianism","Silver",22.5981404958678
"Natalie Anne Ward","F",20,168,64,"Australia",1996,"Softball","Bronze",22.6757369614512
"Natalie Anne Ward","F",24,168,64,"Australia",2000,"Softball","Bronze",22.6757369614512
"Natalie Anne Ward","F",28,168,64,"Australia",2004,"Softball","Silver",22.6757369614512
"Natalie Anne Ward","F",32,168,64,"Australia",2008,"Softball","Bronze",22.6757369614512
"Hugh Arthur Wardell-Yerburgh","M",26,189,83,"Great Britain",1964,"Rowing","Silver",23.2356317012402
"Kusuma Wardhani","F",24,153,48,"Indonesia",1988,"Archery","Silver",20.5049339997437
"Jeremy Matthew Wariner","M",20,188,71,"United States",2004,"Athletics","Gold",20.0882752376641
